seed_url,source_page_url,discovered_url,normalized_url,link_text,decision,score,reason
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments#cc7eff7064-5323-4a53-8a6f-5e4d4d65ae75,https://www.cityofgilroy.org/797/Affordable-Apartments#cc7eff7064-5323-4a53-8a6f-5e4d4d65ae75,Skip to Main Content,maybe_skip,35,housing keyword; fragment
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/864/Living-Visiting,https://www.cityofgilroy.org/864/Living-Visiting,Living & Visiting,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/866/Business-Development-Services,https://www.cityofgilroy.org/866/Business-Development-Services,Business & Development Services,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/867/City-Hall,https://www.cityofgilroy.org/867/City-Hall,City Hall,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/,https://www.cityofgilroy.org/,,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/Search/Results,https://www.cityofgilroy.org/Search/Results,,skip,-60,navigation/junk keyword
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/,https://www.cityofgilroy.org/,Home,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/867/City-Hall,https://www.cityofgilroy.org/867/City-Hall,City Hall,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/167/Community-Development,https://www.cityofgilroy.org/167/Community-Development,Community Development,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/279/Housing-and-Community-Services,https://www.cityofgilroy.org/279/Housing-and-Community-Services,Housing and Community Services,skip,0,no useful signal
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,Affordable Apartments,skip,-100,empty href
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/DocumentCenter/View/16517,https://www.cityofgilroy.org/DocumentCenter/View/16517,Affordable Senior Living Apartments and Facilities in Gilroy - Updated July 2025,follow,85,housing keyword; document hint; municipal document center PDF
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/DocumentCenter/View/15149,https://www.cityofgilroy.org/DocumentCenter/View/15149,,maybe_skip,45,document hint; municipal document center PDF
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/DocumentCenter/View/16518,https://www.cityofgilroy.org/DocumentCenter/View/16518,List of Affordable Rentals in Gilroy - Updated July 2025,follow,85,housing keyword; document hint; municipal document center PDF
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,mailto:thecanneryapartments@wshmgmt.com,mailto:thecanneryapartments@wshmgmt.com,thecanneryapartments@wshmgmt.com,skip,-100,unsupported scheme: mailto
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/DocumentCenter/View/20186,https://www.cityofgilroy.org/DocumentCenter/View/20186,Official Flyer,follow,85,housing keyword; document hint; municipal document center PDF
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,mailto:caguirre@apertopm.com,mailto:caguirre@apertopm.com,caguirre@apertopm.com,skip,-100,unsupported scheme: mailto
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/DocumentCenter/View/20187,https://www.cityofgilroy.org/DocumentCenter/View/20187,Official Flyer,follow,85,housing keyword; document hint; municipal document center PDF
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,mailto:townsquare@villageinvestments.net,mailto:townsquare@villageinvestments.net,townsquare@villageinvestments.net,skip,-100,unsupported scheme: mailto
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/DocumentCenter/View/16929,https://www.cityofgilroy.org/DocumentCenter/View/16929,Official Flyer,follow,85,housing keyword; document hint; municipal document center PDF
https://www.cityofgilroy.org/797/Affordable-Apartments,https://www.cityofgilroy.org/797/Affordable-Apartments,mailto:jamie.sanchez@edenhousing.org,mailto:jamie.sanchez@edenhousing.org,jamie.sanchez@edenhousing.org,skip,-100,unsupported scheme: mailto
